code_id,scene_id,trip_id,rater,coder_name,item_id,item_path,level_1,level_2,level_3,is_scene_level,excerpt
C000251,,Brugmansia_11,B,Alessio,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,strange sense of peace; complete peace and joy; complete peace comfort security; euphoric joy
C000252,,Brugmansia_11,B,Alessio,sense_of_strangeness_and_enigma,Sense of strangeness and enigma,Sense of strangeness and enigma,,,False,a strange sense of peace
C000253,,Brugmansia_11,B,Alessio,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,False,completely awe struck
C000254,,Brugmansia_11,B,Alessio,insight_metaphysical,Insight | Metaphysical,Insight,Metaphysical,,False,which was obviously the force of death
C000255,,Brugmansia_11,B,Alessio,insight_religious,Insight | Religious,Insight,Religious,,False,love that God had for me
C000256,Brugmansia_12_S01_AB,Brugmansia_12,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000257,Brugmansia_12_S01_AB,Brugmansia_12,A,Alessandra,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000258,Brugmansia_12_S01_AB,Brugmansia_12,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000259,Brugmansia_12_S01_AB,Brugmansia_12,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000260,Brugmansia_12_S01_AB,Brugmansia_12,B,Alessio,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000261,Brugmansia_12_S01_AB,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000262,Brugmansia_12_S02_AB,Brugmansia_12,A,Alessandra,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000263,Brugmansia_12_S02_AB,Brugmansia_12,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000264,Brugmansia_12_S02_AB,Brugmansia_12,B,Alessio,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000265,Brugmansia_12_S02_AB,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000266,Brugmansia_12_S03_AB,Brugmansia_12,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000267,Brugmansia_12_S03_AB,Brugmansia_12,A,Alessandra,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,True,
C000268,Brugmansia_12_S03_AB,Brugmansia_12,A,Alessandra,gustatory_hallucination,Gustatory hallucination,Gustatory hallucination,,,True,
C000269,Brugmansia_12_S03_AB,Brugmansia_12,A,Alessandra,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,True,
C000270,Brugmansia_12_S03_AB,Brugmansia_12,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000271,Brugmansia_12_S03_AB,Brugmansia_12,A,Alessandra,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,True,
C000272,Brugmansia_12_S03_AB,Brugmansia_12,A,Alessandra,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,True,
C000273,Brugmansia_12_S03_AB,Brugmansia_12,B,Alessio,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000274,Brugmansia_12_S03_AB,Brugmansia_12,B,Alessio,gustatory_hallucination,Gustatory hallucination,Gustatory hallucination,,,True,
C000275,Brugmansia_12_S03_AB,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000276,Brugmansia_12_S04_AB,Brugmansia_12,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000277,Brugmansia_12_S04_AB,Brugmansia_12,A,Alessandra,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,True,
C000278,Brugmansia_12_S04_AB,Brugmansia_12,A,Alessandra,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,True,
C000279,Brugmansia_12_S04_AB,Brugmansia_12,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000280,Brugmansia_12_S04_AB,Brugmansia_12,A,Alessandra,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,True,
C000281,Brugmansia_12_S04_AB,Brugmansia_12,A,Alessandra,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,True,
C000282,Brugmansia_12_S04_AB,Brugmansia_12,B,Alessio,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000283,Brugmansia_12_S04_AB,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000284,Brugmansia_12_S05_AB,Brugmansia_12,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000285,Brugmansia_12_S05_AB,Brugmansia_12,A,Alessandra,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",True,
C000286,Brugmansia_12_S05_AB,Brugmansia_12,A,Alessandra,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,True,
C000287,Brugmansia_12_S05_AB,Brugmansia_12,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000288,Brugmansia_12_S05_AB,Brugmansia_12,A,Alessandra,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,True,
C000289,Brugmansia_12_S05_AB,Brugmansia_12,B,Alessio,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000290,Brugmansia_12_S05_AB,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000291,Brugmansia_12_S06_AB,Brugmansia_12,A,Alessandra,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),True,
C000292,Brugmansia_12_S06_AB,Brugmansia_12,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000293,Brugmansia_12_S06_AB,Brugmansia_12,B,Alessio,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),True,
C000294,Brugmansia_12_S06_AB,Brugmansia_12,B,Alessio,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),True,
C000295,Brugmansia_12_S06_AB,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000296,Brugmansia_12_S07_B,Brugmansia_12,B,Alessio,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000297,Brugmansia_12_S07_B,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000298,Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000299,Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000300,Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,B,Alessio,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000301,Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,B,Alessio,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,
C000302,Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000303,Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000304,Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000305,Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,B,Alessio,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000306,Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,B,Alessio,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,
C000307,Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000308,Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000309,Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000310,Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,B,Alessio,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000311,Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,B,Alessio,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,
C000312,Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,B,Alessio,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000313,,Brugmansia_12,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,bendy spring legs; kept falling asleep
C000314,,Brugmansia_12,A,Alessandra,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,disappearing figures; star moving wherever not looking
C000315,,Brugmansia_12,A,Alessandra,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,False,believing girlfriend on bed is real; never actually realised I was tripping
C000316,,Brugmansia_12,A,Alessandra,domain_specific_violation_psychological_projection,domain_specific_violation_psychological_projection,,,,False,preacher woman talking to ME
C000317,,Brugmansia_12,B,Alessio,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,disappeared when touched; moved wherever not looking
C000318,,Brugmansia_12,B,Alessio,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,False,'Weird' I thought to myself
C000319,,Brugmansia_12,B,Alessio,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,False,they were actually things from my room; I knew I was seeing things
C000320,,Brugmansia_12,B,Alessio,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,False,dropped the non-existent smoke; never realised I was tripping; preacher talking to me; wondered why different
C000321,,Brugmansia_12,B,Alessio,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,felt quite refreshed that day
C000322,Brugmansia_13_S01_AB,Brugmansia_13,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000323,Brugmansia_13_S01_AB,Brugmansia_13,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000324,Brugmansia_13_S01_AB,Brugmansia_13,B,Alessio,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),True,
C000325,Brugmansia_13_S01_AB,Brugmansia_13,B,Alessio,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000326,Brugmansia_13_S02_A,Brugmansia_13,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000327,Brugmansia_13_S02_A,Brugmansia_13,A,Alessandra,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000328,Brugmansia_13_S02_A,Brugmansia_13,A,Alessandra,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,True,
C000329,Brugmansia_13_S03_AB,Brugmansia_13,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000330,Brugmansia_13_S03_AB,Brugmansia_13,A,Alessandra,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000331,Brugmansia_13_S03_AB,Brugmansia_13,A,Alessandra,auditory_hallucination_human_relatives_acquaintances,"Auditory hallucination | Human | Relative(s), acquaintance(s)",Auditory hallucination,Human,"Relative(s), acquaintance(s)",True,
C000332,Brugmansia_13_S03_AB,Brugmansia_13,A,Alessandra,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000333,Brugmansia_13_S03_AB,Brugmansia_13,A,Alessandra,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,True,
C000334,Brugmansia_13_S03_AB,Brugmansia_13,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000335,Brugmansia_13_S03_AB,Brugmansia_13,B,Alessio,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000336,Brugmansia_13_S03_AB,Brugmansia_13,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000337,Brugmansia_13_S04_B,Brugmansia_13,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000338,Brugmansia_13_S04_B,Brugmansia_13,B,Alessio,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000339,Brugmansia_13_S04_B,Brugmansia_13,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000340,Brugmansia_13_S05_AB,Brugmansia_13,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000341,Brugmansia_13_S05_AB,Brugmansia_13,A,Alessandra,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000342,Brugmansia_13_S05_AB,Brugmansia_13,A,Alessandra,visual_hallucination_artefact_vehicle,Visual hallucination | Artefact | Vehicle,Visual hallucination,Artefact,Vehicle,True,
C000343,Brugmansia_13_S05_AB,Brugmansia_13,A,Alessandra,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",True,
C000344,Brugmansia_13_S05_AB,Brugmansia_13,A,Alessandra,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,True,
C000345,Brugmansia_13_S05_AB,Brugmansia_13,A,Alessandra,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000346,Brugmansia_13_S05_AB,Brugmansia_13,B,Alessio,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000347,Brugmansia_13_S05_AB,Brugmansia_13,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000348,Brugmansia_13_S06_AB,Brugmansia_13,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000349,Brugmansia_13_S06_AB,Brugmansia_13,A,Alessandra,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,True,
C000350,Brugmansia_13_S06_AB,Brugmansia_13,A,Alessandra,tactile_hallucination_other,Tactile hallucination | Other,Tactile hallucination,Other,,True,
C000351,Brugmansia_13_S06_AB,Brugmansia_13,A,Alessandra,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000352,Brugmansia_13_S06_AB,Brugmansia_13,A,Alessandra,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,True,
C000353,Brugmansia_13_S06_AB,Brugmansia_13,B,Alessio,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000354,Brugmansia_13_S06_AB,Brugmansia_13,B,Alessio,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,True,
C000355,Brugmansia_13_S06_AB,Brugmansia_13,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000356,Brugmansia_13_S07_AB,Brugmansia_13,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000357,Brugmansia_13_S07_AB,Brugmansia_13,A,Alessandra,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",True,
C000358,Brugmansia_13_S07_AB,Brugmansia_13,A,Alessandra,visual_hallucination_artefact_city_building_furniture,"Visual hallucination | Artefact | City, building, furniture",Visual hallucination,Artefact,"City, building, furniture",True,
C000359,Brugmansia_13_S07_AB,Brugmansia_13,A,Alessandra,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,True,
C000360,Brugmansia_13_S07_AB,Brugmansia_13,A,Alessandra,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000361,Brugmansia_13_S07_AB,Brugmansia_13,B,Alessio,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000362,Brugmansia_13_S07_AB,Brugmansia_13,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000363,Brugmansia_13_S08_AB,Brugmansia_13,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000364,Brugmansia_13_S08_AB,Brugmansia_13,A,Alessandra,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,
C000365,Brugmansia_13_S08_AB,Brugmansia_13,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000366,Brugmansia_13_S08_AB,Brugmansia_13,B,Alessio,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),True,
C000367,Brugmansia_13_S08_AB,Brugmansia_13,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000368,Brugmansia_13_S09_AB,Brugmansia_13,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000369,Brugmansia_13_S09_AB,Brugmansia_13,A,Alessandra,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,True,
C000370,Brugmansia_13_S09_AB,Brugmansia_13,A,Alessandra,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000371,Brugmansia_13_S09_AB,Brugmansia_13,A,Alessandra,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,True,
C000372,Brugmansia_13_S09_AB,Brugmansia_13,A,Alessandra,amnesia,Amnesia,Amnesia,,,True,
C000373,Brugmansia_13_S09_AB,Brugmansia_13,B,Alessio,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000374,Brugmansia_13_S09_AB,Brugmansia_13,B,Alessio,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,True,
C000375,Brugmansia_13_S09_AB,Brugmansia_13,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000376,Brugmansia_13_S10_AB,Brugmansia_13,A,Alessandra,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000377,Brugmansia_13_S10_AB,Brugmansia_13,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000378,Brugmansia_13_S10_AB,Brugmansia_13,B,Alessio,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000379,Brugmansia_13_S10_AB,Brugmansia_13,B,Alessio,tactile_hallucination_human,Tactile hallucination | Human,Tactile hallucination,Human,,True,
C000380,Brugmansia_13_S10_AB,Brugmansia_13,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
C000381,,Brugmansia_13,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,"dizzy and drunk, stumbling around"
C000382,,Brugmansia_13,A,Alessandra,domain_specific_violation_psychological_projection,domain_specific_violation_psychological_projection,,,,False,"talking to mirror reflection, asking 'who are you'"
C000383,,Brugmansia_13,A,Alessandra,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,False,multiple: pen=sandals; friends in locked bathroom; driving own car; phantom cigarette in chair; believing it didn't work
C000384,,Brugmansia_13,A,Alessandra,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,got mad; brakes panic; freaked out; pissed at cat; mad at girlfriend hogging bed
C000385,,Brugmansia_13,A,Alessandra,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,"thought it was beautiful, like they were dancing"
C000386,,Brugmansia_13,A,Alessandra,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,False,steering-wheel / dash persistence; cigarette-shape of hand
C000387,,Brugmansia_13,A,Alessandra,amnesia,Amnesia,Amnesia,,,False,I smoked all of my cigarettes before we ever left
C000388,,Brugmansia_13,B,Alessio,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,False,high but didn't know it; thought 100% real; desk chair awakening; hand was empty
C000389,,Brugmansia_13,B,Alessio,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,looked up and he was gone; turn around and they weren't there; shadows leapt; blinked and she was gone
C000390,Brugmansia_14_S01_A,Brugmansia_14,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000391,Brugmansia_14_S01_A,Brugmansia_14,A,Alessandra,visual_hallucination_plant_other,Visual hallucination | Plant | Other,Visual hallucination,Plant,Other,True,
C000392,Brugmansia_14_S01_A,Brugmansia_14,A,Alessandra,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,True,
C000393,Brugmansia_14_S01_A,Brugmansia_14,A,Alessandra,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,
