code_id,scene_id,trip_id,rater,coder_name,item_id,item_path,level_1,level_2,level_3,is_scene_level,excerpt
C000726,Psilocybe_02_S24_AB,Psilocybe_02,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000727,Psilocybe_02_S24_AB,Psilocybe_02,B,Brendan,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000728,Psilocybe_02_S24_AB,Psilocybe_02,B,Brendan,visual_hallucination_inorganic_entity_stone_rock,"Visual hallucination | Inorganic entity | Stone, rock",Visual hallucination,Inorganic entity,"Stone, rock",True,
C000729,Psilocybe_02_S24_AB,Psilocybe_02,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000730,Psilocybe_02_S25_A,Psilocybe_02,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000731,Psilocybe_02_S25_A,Psilocybe_02,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000732,Psilocybe_02_S26_A,Psilocybe_02,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000733,Psilocybe_02_S26_A,Psilocybe_02,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000734,Psilocybe_02_S26_A,Psilocybe_02,A,Alessandra,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,
C000735,Psilocybe_02_S26_A,Psilocybe_02,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000736,,Psilocybe_02,A,Alessandra,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,totally amazing; laughing; exciting; laugh; laughing violently; having fun
C000737,,Psilocybe_02,A,Alessandra,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,anxiety; upset; can't stand sounds; fear losing something
C000738,,Psilocybe_02,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,puppet moving with wires; shoes hard to take off
C000739,,Psilocybe_02,A,Alessandra,arousal_abnormally_high,Arousal | Abnormally high,Arousal,Abnormally high,,False,start running; euphoria
C000740,,Psilocybe_02,A,Alessandra,amnesia,Amnesia,Amnesia,,,False,don't know where on Earth I am
C000741,,Psilocybe_02,A,Alessandra,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,False,understood what tripping means; know I could be wrong; understand laws of psychedelic culture
C000742,,Psilocybe_02,A,Alessandra,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,"mass of worms, change again, fantasy world; trees vortex, fluorescent lines"
C000743,,Psilocybe_02,A,Alessandra,sensory_delight_visual_nature,Sensory delight | Visual | Nature,Sensory delight,Visual,Nature,False,rain dolby surround; raindrops circles gorgeous
C000744,,Psilocybe_02,A,Alessandra,sensory_delight_visual_artefact,Sensory delight | Visual | Artefact,Sensory delight,Visual,Artefact,False,blanket so beautiful
C000745,,Psilocybe_02,A,Alessandra,insight_metaphysical,Insight | Metaphysical,Insight,Metaphysical,,False,art as way to express altered reality
C000746,,Psilocybe_02,A,Alessandra,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,False,want to record every thing
C000747,,Psilocybe_02,B,Brendan,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,(B trip-level excerpts not captured in worksheet extract)
C000748,Psilocybe_03_S01_AB,Psilocybe_03,A,Alessandra,auditory_hallucination_extraordinary_entity_spirit,Auditory hallucination | Extraordinary entity | Spirit,Auditory hallucination,Extraordinary entity,Spirit,True,
C000749,Psilocybe_03_S01_AB,Psilocybe_03,B,Brendan,auditory_hallucination_extraordinary_entity_spirit,Auditory hallucination | Extraordinary entity | Spirit,Auditory hallucination,Extraordinary entity,Spirit,True,
C000750,Psilocybe_03_S01_AB,Psilocybe_03,B,Brendan,nonsensory_hallucination_extraordinary_entity,Nonsensory hallucination | Extraordinary entity,Nonsensory hallucination,Extraordinary entity,,True,
C000751,Psilocybe_03_S01_AB,Psilocybe_03,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000752,,Psilocybe_03,A,Alessandra,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,slight discomfort and angst; comfort level began to slide; whirlpool; panic; uncomfortable about returning
C000753,,Psilocybe_03,A,Alessandra,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,"excitement; music welcoming; full circle, euphoric, highly energized"
C000754,,Psilocybe_03,A,Alessandra,sensory_delight_auditory_music,Sensory delight | Auditory | Music,Sensory delight,Auditory,Music,False,welcoming waves of music
C000755,,Psilocybe_03,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,losing mental balance; emergency mode cradling head; body gave way; extremely weak
C000756,,Psilocybe_03,A,Alessandra,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,False,aware of losing mental balance; well aware of scene I made; aware others didn't know what to think
C000757,,Psilocybe_03,A,Alessandra,ego_dissolution_social_self,Ego dissolution | Social self,Ego dissolution,Social self,,False,whirlpool of confusion; memory reset; entities ripped from grasp
C000758,,Psilocybe_03,A,Alessandra,amnesia,Amnesia,Amnesia,,,False,goldfish-memory resets; lost ability to use mind entirely
C000759,,Psilocybe_03,A,Alessandra,domain_specific_violation_psychological_projection,domain_specific_violation_psychological_projection,,,,False,spirits existed in another dimension
C000760,,Psilocybe_03,A,Alessandra,insight_religious,Insight | Religious,Insight,Religious,,False,interdimensional race evolved by psychedelics; I was chosen as representative
C000761,,Psilocybe_03,B,Brendan,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,"panic, emergency mode, fate sealed"
C000762,,Psilocybe_03,B,Brendan,amnesia,Amnesia,Amnesia,,,False,memory resets; rely on anecdotes of friends
C000763,,Psilocybe_03,B,Brendan,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,"comfortable, euphoric, highly energized"
C000764,,Psilocybe_03,B,Brendan,arousal_abnormally_high,Arousal | Abnormally high,Arousal,Abnormally high,,False,highly energized state of mind
C000765,,Psilocybe_03,B,Brendan,insight_metaphysical,Insight | Metaphysical,Insight,Metaphysical,,False,interdimensional race evolved by psychedelics; evolutionary advances not genetic
C000766,Psilocybe_04_S01_B,Psilocybe_04,B,Brendan,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000767,Psilocybe_04_S01_B,Psilocybe_04,B,Brendan,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000768,Psilocybe_04_S01_B,Psilocybe_04,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000769,Psilocybe_04_S02_AB,Psilocybe_04,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000770,Psilocybe_04_S02_AB,Psilocybe_04,A,Alessandra,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,
C000771,Psilocybe_04_S02_AB,Psilocybe_04,A,Alessandra,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,
C000772,Psilocybe_04_S02_AB,Psilocybe_04,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000773,Psilocybe_04_S02_AB,Psilocybe_04,B,Brendan,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000774,Psilocybe_04_S02_AB,Psilocybe_04,B,Brendan,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,True,
C000775,Psilocybe_04_S02_AB,Psilocybe_04,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000776,Psilocybe_04_S03_AB,Psilocybe_04,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000777,Psilocybe_04_S03_AB,Psilocybe_04,A,Alessandra,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,True,
C000778,Psilocybe_04_S03_AB,Psilocybe_04,A,Alessandra,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,
C000779,Psilocybe_04_S03_AB,Psilocybe_04,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000780,Psilocybe_04_S03_AB,Psilocybe_04,B,Brendan,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000781,Psilocybe_04_S03_AB,Psilocybe_04,B,Brendan,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,True,
C000782,Psilocybe_04_S03_AB,Psilocybe_04,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000783,,Psilocybe_04,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,"slight impairment of balance, lie down"
C000784,,Psilocybe_04,A,Alessandra,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,fear intensifies; body saturated with sadness; howl of anger
C000785,,Psilocybe_04,A,Alessandra,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,"beautiful journey, laughter"
C000786,,Psilocybe_04,A,Alessandra,insight_existential,Insight | Existential,Insight,Existential,,False,"boundaries violated as child; what has gone wrong, comfortably numb"
C000787,,Psilocybe_04,A,Alessandra,domain_specific_violation_psychological_projection,domain_specific_violation_psychological_projection,,,,False,pesky demon bothering me for decades; tranquil love-filled
C000788,,Psilocybe_04,B,Brendan,insight_existential,Insight | Existential,Insight,Existential,,False,boundaries violated as child; fear and self-loathing
C000789,,Psilocybe_04,B,Brendan,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,body saturated with sadness; sobbing
C000790,,Psilocybe_04,B,Brendan,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,beautiful sorrow and joy; tranquil love-filled
C000791,Psilocybe_05_S01_AB,Psilocybe_05,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000792,Psilocybe_05_S01_AB,Psilocybe_05,B,Brendan,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000793,Psilocybe_05_S02_A,Psilocybe_05,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000794,Psilocybe_05_S03_A,Psilocybe_05,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000795,Psilocybe_05_S03_A,Psilocybe_05,A,Alessandra,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,
C000796,Psilocybe_05_S03_A,Psilocybe_05,A,Alessandra,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",True,
C000797,Psilocybe_05_S03_A,Psilocybe_05,A,Alessandra,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,
C000798,Psilocybe_05_S03_A,Psilocybe_05,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000799,Psilocybe_05_S04_A,Psilocybe_05,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000800,Psilocybe_05_S04_A,Psilocybe_05,A,Alessandra,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",True,
C000801,Psilocybe_05_S04_A,Psilocybe_05,A,Alessandra,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,
C000802,Psilocybe_05_S04_A,Psilocybe_05,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000803,Psilocybe_05_S05_AB,Psilocybe_05,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000804,Psilocybe_05_S05_AB,Psilocybe_05,A,Alessandra,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",True,
C000805,Psilocybe_05_S05_AB,Psilocybe_05,A,Alessandra,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,
C000806,Psilocybe_05_S05_AB,Psilocybe_05,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000807,Psilocybe_05_S05_AB,Psilocybe_05,B,Brendan,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,
C000808,Psilocybe_05_S05_AB,Psilocybe_05,B,Brendan,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",True,
C000809,Psilocybe_05_S05_AB,Psilocybe_05,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000810,Psilocybe_05_S06_A,Psilocybe_05,A,Alessandra,nonsensory_hallucination_extraordinary_entity,Nonsensory hallucination | Extraordinary entity,Nonsensory hallucination,Extraordinary entity,,True,
C000811,Psilocybe_05_S07_AB,Psilocybe_05,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000812,Psilocybe_05_S07_AB,Psilocybe_05,A,Alessandra,nonsensory_hallucination_inorganic_entity,Nonsensory hallucination | Inorganic entity,Nonsensory hallucination,Inorganic entity,,True,
C000813,Psilocybe_05_S07_AB,Psilocybe_05,A,Alessandra,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,True,
C000814,Psilocybe_05_S07_AB,Psilocybe_05,A,Alessandra,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,True,
C000815,Psilocybe_05_S07_AB,Psilocybe_05,A,Alessandra,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),True,
C000816,Psilocybe_05_S07_AB,Psilocybe_05,A,Alessandra,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),True,
C000817,Psilocybe_05_S07_AB,Psilocybe_05,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000818,Psilocybe_05_S07_AB,Psilocybe_05,B,Brendan,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000819,Psilocybe_05_S07_AB,Psilocybe_05,B,Brendan,visual_hallucination_plant_tree_shrub,"Visual hallucination | Plant | Tree, shrub",Visual hallucination,Plant,"Tree, shrub",True,
C000820,Psilocybe_05_S07_AB,Psilocybe_05,B,Brendan,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,True,
C000821,Psilocybe_05_S07_AB,Psilocybe_05,B,Brendan,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,True,
C000822,Psilocybe_05_S07_AB,Psilocybe_05,B,Brendan,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,
C000823,Psilocybe_05_S07_AB,Psilocybe_05,B,Brendan,domain_specific_violation_biological_projection,domain_specific_violation_biological_projection,,,,True,
C000824,Psilocybe_05_S07_AB,Psilocybe_05,B,Brendan,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,
C000825,Psilocybe_05_S08_AB,Psilocybe_05,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000826,Psilocybe_05_S08_AB,Psilocybe_05,B,Brendan,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000827,Psilocybe_05_S09_A,Psilocybe_05,A,Alessandra,auditory_hallucination_human_relatives_acquaintances,"Auditory hallucination | Human | Relative(s), acquaintance(s)",Auditory hallucination,Human,"Relative(s), acquaintance(s)",True,
C000828,Psilocybe_05_S10_AB,Psilocybe_05,A,Alessandra,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000829,Psilocybe_05_S10_AB,Psilocybe_05,A,Alessandra,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,
C000830,Psilocybe_05_S10_AB,Psilocybe_05,A,Alessandra,visual_hallucination_extraordinary_entity_alien,Visual hallucination | Extraordinary entity | Alien,Visual hallucination,Extraordinary entity,Alien,True,
C000831,Psilocybe_05_S10_AB,Psilocybe_05,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000832,Psilocybe_05_S10_AB,Psilocybe_05,B,Brendan,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
C000833,Psilocybe_05_S10_AB,Psilocybe_05,B,Brendan,visual_hallucination_extraordinary_entity_alien,Visual hallucination | Extraordinary entity | Alien,Visual hallucination,Extraordinary entity,Alien,True,
C000834,Psilocybe_05_S11_A,Psilocybe_05,A,Alessandra,nonsensory_hallucination_inorganic_entity,Nonsensory hallucination | Inorganic entity,Nonsensory hallucination,Inorganic entity,,True,
C000835,,Psilocybe_05,A,Alessandra,arousal_abnormally_high,Arousal | Abnormally high,Arousal,Abnormally high,,False,energetic in the extreme; extreme all-consuming euphoria
C000836,,Psilocybe_05,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,drifted off into forgiving hands of sleep
C000837,,Psilocybe_05,A,Alessandra,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,words mutating wildly; sun rising and setting repeatedly
C000838,,Psilocybe_05,A,Alessandra,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,False,pattern went on and on more intense; constant in all manner
C000839,,Psilocybe_05,A,Alessandra,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,sheer excitement; managed to remain calm; euphoria
C000840,,Psilocybe_05,A,Alessandra,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,anxiety; too much; freaking me out; convulsing overcome; sinister smiles tormenting; more helpless; psychotic; insane; fear/horror; mind failing
C000841,,Psilocybe_05,A,Alessandra,enhanced_mental_imagery,Enhanced mental imagery,Enhanced mental imagery,,,False,heightened imagination; overcome with hallucinations; scene contents; got more intense
C000842,,Psilocybe_05,A,Alessandra,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,False,ego still connected; tried to kill panic with rational thoughts; crystal clear in control; regaining contact with ego
C000843,,Psilocybe_05,A,Alessandra,domain_specific_violation_biological_projection,domain_specific_violation_biological_projection,,,,False,every component breathing
C000844,,Psilocybe_05,A,Alessandra,domain_specific_violation_psychological_projection,domain_specific_violation_psychological_projection,,,,False,Indian-nature hallucinations; sinister smiles; unnamed third party controlling; things stared back
C000845,,Psilocybe_05,A,Alessandra,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,False,completely gone from this world
C000846,,Psilocybe_05,A,Alessandra,amnesia,Amnesia,Amnesia,,,False,sense of time devastated; next few hours hazy
C000847,,Psilocybe_05,B,Brendan,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,(B trip-level codes include anxiety/fear — inferred)
C000848,Psilocybe_06_S01_AB,Psilocybe_06,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000849,Psilocybe_06_S01_AB,Psilocybe_06,B,Brendan,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000850,Psilocybe_06_S02_A,Psilocybe_06,A,Alessandra,auditory_hallucination_extraordinary_entity_alien,Auditory hallucination | Extraordinary entity | Alien,Auditory hallucination,Extraordinary entity,Alien,True,
C000851,Psilocybe_06_S03_A,Psilocybe_06,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000852,Psilocybe_06_S04_AB,Psilocybe_06,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000853,Psilocybe_06_S04_AB,Psilocybe_06,B,Brendan,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000854,Psilocybe_06_S05_A,Psilocybe_06,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000855,Psilocybe_06_S06_AB,Psilocybe_06,A,Alessandra,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,True,
C000856,Psilocybe_06_S06_AB,Psilocybe_06,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000857,Psilocybe_06_S06_AB,Psilocybe_06,B,Brendan,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,
C000858,Psilocybe_06_S07_A,Psilocybe_06,A,Alessandra,nonsensory_hallucination_other,Nonsensory hallucination | Other,Nonsensory hallucination,Other,,True,
C000859,Psilocybe_06_S08_A,Psilocybe_06,A,Alessandra,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),True,
C000860,Psilocybe_06_S09_A,Psilocybe_06,A,Alessandra,tactile_hallucination_human,Tactile hallucination | Human,Tactile hallucination,Human,,True,
C000861,,Psilocybe_06,A,Alessandra,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,"nervous, trembling, claustrophobic; bummed/frustrated; paranoid; scared"
C000862,,Psilocybe_06,A,Alessandra,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,dreamy happy energetic; upbeat; amused; tranquil; super calm; neat
C000863,,Psilocybe_06,A,Alessandra,arousal_abnormally_high,Arousal | Abnormally high,Arousal,Abnormally high,,False,"not drained, heavy drinking"
C000864,,Psilocybe_06,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,"dazed, out of it"
C000865,,Psilocybe_06,A,Alessandra,enhanced_mental_imagery,Enhanced mental imagery,Enhanced mental imagery,,,False,profound thoughts; fish as part of ecological system
C000866,,Psilocybe_06,B,Brendan,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,upbeat and happy
C000867,Psilocybe_07_S01_AB,Psilocybe_07,A,Alessandra,tactile_hallucination_inorganic_entity,Tactile hallucination | Inorganic entity,Tactile hallucination,Inorganic entity,,True,
C000868,Psilocybe_07_S01_AB,Psilocybe_07,B,Brendan,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000869,Psilocybe_07_S01_AB,Psilocybe_07,B,Brendan,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,
C000870,Psilocybe_07_S02_A,Psilocybe_07,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000871,Psilocybe_07_S02_A,Psilocybe_07,A,Alessandra,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,
C000872,Psilocybe_07_S02_A,Psilocybe_07,A,Alessandra,tactile_hallucination_other,Tactile hallucination | Other,Tactile hallucination,Other,,True,
C000873,Psilocybe_07_S02_A,Psilocybe_07,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000874,Psilocybe_07_S03_AB,Psilocybe_07,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,
C000875,Psilocybe_07_S03_AB,Psilocybe_07,A,Alessandra,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,
C000876,Psilocybe_07_S03_AB,Psilocybe_07,A,Alessandra,visual_hallucination_animal_insect,Visual hallucination | Animal | Insect,Visual hallucination,Animal,Insect,True,
C000877,Psilocybe_07_S03_AB,Psilocybe_07,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,
C000878,Psilocybe_07_S03_AB,Psilocybe_07,B,Brendan,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,
