code_id,scene_id,original_scene_id,trip_id,substance,block,rater,coder_name,item_id,item_path,level_1,level_2,level_3,is_scene_level,scope_normalised,trip_level_multiplicity,excerpt,scene_rater_status,scene_verdict,scene_verdict_flavour,scene_canonical_desc,scene_span_start,scene_span_end
C000284,Brugmansia_12_S05_AB,,Brugmansia_12,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,Facing tv smoking a cigarette; puts it under blanket; realises no cigarette exists,2454,2700
C000285,Brugmansia_12_S05_AB,,Brugmansia_12,brugmansia,11-20,A,Alessandra,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",True,False,1,,both,CONVERGENT,,Facing tv smoking a cigarette; puts it under blanket; realises no cigarette exists,2454,2700
C000286,Brugmansia_12_S05_AB,,Brugmansia_12,brugmansia,11-20,A,Alessandra,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,True,False,1,,both,CONVERGENT,,Facing tv smoking a cigarette; puts it under blanket; realises no cigarette exists,2454,2700
C000287,Brugmansia_12_S05_AB,,Brugmansia_12,brugmansia,11-20,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Facing tv smoking a cigarette; puts it under blanket; realises no cigarette exists,2454,2700
C000289,Brugmansia_12_S05_AB,,Brugmansia_12,brugmansia,11-20,B,Alessio,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,Facing tv smoking a cigarette; puts it under blanket; realises no cigarette exists,2454,2700
C000290,Brugmansia_12_S05_AB,,Brugmansia_12,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,both,CONVERGENT,,Facing tv smoking a cigarette; puts it under blanket; realises no cigarette exists,2454,2700
C000291,Brugmansia_12_S06_AB,,Brugmansia_12,brugmansia,11-20,A,Alessandra,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),True,False,1,,both,CONVERGENT,,"Preacher woman on TV; believes she is talking to HIM personally, eyes follow him, threatens hell",3094,3700
C000292,Brugmansia_12_S06_AB,,Brugmansia_12,brugmansia,11-20,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,"Preacher woman on TV; believes she is talking to HIM personally, eyes follow him, threatens hell",3094,3700
C000293,Brugmansia_12_S06_AB,,Brugmansia_12,brugmansia,11-20,B,Alessio,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),True,False,1,,both,CONVERGENT,,"Preacher woman on TV; believes she is talking to HIM personally, eyes follow him, threatens hell",3094,3700
C000294,Brugmansia_12_S06_AB,,Brugmansia_12,brugmansia,11-20,B,Alessio,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),True,False,1,,both,CONVERGENT,,"Preacher woman on TV; believes she is talking to HIM personally, eyes follow him, threatens hell",3094,3700
C000295,Brugmansia_12_S06_AB,,Brugmansia_12,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,both,CONVERGENT,,"Preacher woman on TV; believes she is talking to HIM personally, eyes follow him, threatens hell",3094,3700
C000296,Brugmansia_12_S07_B_RCL,,Brugmansia_12,brugmansia,11-20,B,Alessio,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,only_B,AMBIGUITY,2b,Woke up thinking he was at his girlfriend's house,3732,3830
C000297,Brugmansia_12_S07_B_RCL,,Brugmansia_12,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,only_B,AMBIGUITY,2b,Woke up thinking he was at his girlfriend's house,3732,3830
C000298,Brugmansia_12_S08_AB_LUMPA,,Brugmansia_12,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,"Two star-incidents lumped together in A's individuation: (i) star at end of pen whirls out window, (ii) star shoots out of stereo display. A treated these as one scene; B split them into two separate scenes. This parent record covers A's lumped scope.",4498,4870
C000299,Brugmansia_12_S08_AB_LUMPA,,Brugmansia_12,brugmansia,11-20,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Two star-incidents lumped together in A's individuation: (i) star at end of pen whirls out window, (ii) star shoots out of stereo display. A treated these as one scene; B split them into two separate scenes. This parent record covers A's lumped scope.",4498,4870
C000300,Brugmansia_12_S08_AB_LUMPA,,Brugmansia_12,brugmansia,11-20,B,Alessio,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,"Two star-incidents lumped together in A's individuation: (i) star at end of pen whirls out window, (ii) star shoots out of stereo display. A treated these as one scene; B split them into two separate scenes. This parent record covers A's lumped scope.",4498,4870
C000301,Brugmansia_12_S08_AB_LUMPA,,Brugmansia_12,brugmansia,11-20,B,Alessio,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,False,1,,both,CONVERGENT,,"Two star-incidents lumped together in A's individuation: (i) star at end of pen whirls out window, (ii) star shoots out of stereo display. A treated these as one scene; B split them into two separate scenes. This parent record covers A's lumped scope.",4498,4870
C000302,Brugmansia_12_S08_AB_LUMPA,,Brugmansia_12,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Two star-incidents lumped together in A's individuation: (i) star at end of pen whirls out window, (ii) star shoots out of stereo display. A treated these as one scene; B split them into two separate scenes. This parent record covers A's lumped scope.",4498,4870
C000303,Brugmansia_12_S08.1_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,"Child 1 of S08 lump: star appears at end of pen, whirls, shoots out window",4498,4680
C000304,Brugmansia_12_S08.1_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Child 1 of S08 lump: star appears at end of pen, whirls, shoots out window",4498,4680
C000305,Brugmansia_12_S08.1_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,B,Alessio,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,"Child 1 of S08 lump: star appears at end of pen, whirls, shoots out window",4498,4680
C000306,Brugmansia_12_S08.1_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,B,Alessio,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,False,1,,both,CONVERGENT,,"Child 1 of S08 lump: star appears at end of pen, whirls, shoots out window",4498,4680
C000307,Brugmansia_12_S08.1_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Child 1 of S08 lump: star appears at end of pen, whirls, shoots out window",4498,4680
C000308,Brugmansia_12_S08.2_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,Child 2 of S08 lump: star shoots out of stereo display in the dark; moves wherever he isn't looking,4706,4870
C000309,Brugmansia_12_S08.2_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Child 2 of S08 lump: star shoots out of stereo display in the dark; moves wherever he isn't looking,4706,4870
C000310,Brugmansia_12_S08.2_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,B,Alessio,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,Child 2 of S08 lump: star shoots out of stereo display in the dark; moves wherever he isn't looking,4706,4870
C000311,Brugmansia_12_S08.2_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,B,Alessio,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,False,1,,both,CONVERGENT,,Child 2 of S08 lump: star shoots out of stereo display in the dark; moves wherever he isn't looking,4706,4870
C000312,Brugmansia_12_S08.2_AB_SPLITB,,Brugmansia_12,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Child 2 of S08 lump: star shoots out of stereo display in the dark; moves wherever he isn't looking,4706,4870
C000313,,,Brugmansia_12,brugmansia,11-20,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,False,1,bendy spring legs; kept falling asleep,,,,,,
C000316,,,Brugmansia_12,brugmansia,11-20,A,Alessandra,domain_specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,False,False,1,preacher woman talking to ME,,,,,,
C000317,,,Brugmansia_12,brugmansia,11-20,B,Alessio,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,False,1,disappeared when touched; moved wherever not looking,,,,,,
C000318,,,Brugmansia_12,brugmansia,11-20,B,Alessio,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,False,False,1,'Weird' I thought to myself,,,,,,
C000319,,,Brugmansia_12,brugmansia,11-20,B,Alessio,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,False,False,1,they were actually things from my room; I knew I was seeing things,,,,,,
C000320,,,Brugmansia_12,brugmansia,11-20,B,Alessio,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,False,False,1,dropped the non-existent smoke; never realised I was tripping; preacher talking to me; wondered why different,,,,,,
C000321,,,Brugmansia_12,brugmansia,11-20,B,Alessio,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,False,1,felt quite refreshed that day,,,,,,
C000322,Brugmansia_13_S01_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,both,CONVERGENT,,Mirror reflection of himself is shirtless after he has put his shirt on,1025,1170
C000323,Brugmansia_13_S01_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,Mirror reflection of himself is shirtless after he has put his shirt on,1025,1170
C000324,Brugmansia_13_S01_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),True,False,1,,both,CONVERGENT,,Mirror reflection of himself is shirtless after he has put his shirt on,1025,1170
C000325,Brugmansia_13_S01_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Mirror reflection of himself is shirtless after he has put his shirt on,1025,1170
C000326,Brugmansia_13_S02_A_RCL,,Brugmansia_13,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,only_A,MISS,,Believes a pen in his hand is the sandals he was looking for,1594,1870
C000327,Brugmansia_13_S02_A_RCL,,Brugmansia_13,brugmansia,11-20,A,Alessandra,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,only_A,MISS,,Believes a pen in his hand is the sandals he was looking for,1594,1870
C000328,,Brugmansia_13_S02_A_RCL,Brugmansia_13,brugmansia,11-20,A,Alessandra,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,False,True,3,,,,,,,
C000329,Brugmansia_13_S03_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,"In the bathroom (locked) sees two friends: one watching him piss, another washing hands; has a conversation; friends vanish",2100,2420
C000330,Brugmansia_13_S03_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,False,1,,both,CONVERGENT,,"In the bathroom (locked) sees two friends: one watching him piss, another washing hands; has a conversation; friends vanish",2100,2420
C000331,Brugmansia_13_S03_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,auditory_hallucination_human_relatives_acquaintances,"Auditory hallucination | Human | Relative(s), acquaintance(s)",Auditory hallucination,Human,"Relative(s), acquaintance(s)",True,False,1,,both,CONVERGENT,,"In the bathroom (locked) sees two friends: one watching him piss, another washing hands; has a conversation; friends vanish",2100,2420
C000332,Brugmansia_13_S03_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,both,CONVERGENT,,"In the bathroom (locked) sees two friends: one watching him piss, another washing hands; has a conversation; friends vanish",2100,2420
C000333,,Brugmansia_13_S03_AB,Brugmansia_13,brugmansia,11-20,A,Alessandra,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,True,1,,,,,,,
C000334,Brugmansia_13_S03_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,"In the bathroom (locked) sees two friends: one watching him piss, another washing hands; has a conversation; friends vanish",2100,2420
C000335,Brugmansia_13_S03_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,False,1,,both,CONVERGENT,,"In the bathroom (locked) sees two friends: one watching him piss, another washing hands; has a conversation; friends vanish",2100,2420
C000336,Brugmansia_13_S03_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,False,1,,both,CONVERGENT,,"In the bathroom (locked) sees two friends: one watching him piss, another washing hands; has a conversation; friends vanish",2100,2420
C000337,Brugmansia_13_S04_B_RCL,,Brugmansia_13,brugmansia,11-20,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,only_B,MISS,,"In music store, friends at CD racks keep disappearing when he looks for them",3083,3270
C000338,Brugmansia_13_S04_B_RCL,,Brugmansia_13,brugmansia,11-20,B,Alessio,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,False,1,,only_B,MISS,,"In music store, friends at CD racks keep disappearing when he looks for them",3083,3270
C000339,Brugmansia_13_S04_B_RCL,,Brugmansia_13,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,False,1,,only_B,MISS,,"In music store, friends at CD racks keep disappearing when he looks for them",3083,3270
C000340,Brugmansia_13_S05_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,"Believes he is driving his own car with friends in the back; reaches for brake pedal, steering wheel, instrument panel, sees brake lights of other cars",3518,3900
C000341,Brugmansia_13_S05_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,False,1,,both,CONVERGENT,,"Believes he is driving his own car with friends in the back; reaches for brake pedal, steering wheel, instrument panel, sees brake lights of other cars",3518,3900
C000342,Brugmansia_13_S05_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,visual_hallucination_artefact_vehicle,Visual hallucination | Artefact | Vehicle,Visual hallucination,Artefact,Vehicle,True,False,1,,both,CONVERGENT,,"Believes he is driving his own car with friends in the back; reaches for brake pedal, steering wheel, instrument panel, sees brake lights of other cars",3518,3900
C000343,Brugmansia_13_S05_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",True,False,1,,both,CONVERGENT,,"Believes he is driving his own car with friends in the back; reaches for brake pedal, steering wheel, instrument panel, sees brake lights of other cars",3518,3900
C000344,Brugmansia_13_S05_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,True,False,1,,both,CONVERGENT,,"Believes he is driving his own car with friends in the back; reaches for brake pedal, steering wheel, instrument panel, sees brake lights of other cars",3518,3900
C000345,Brugmansia_13_S05_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,both,CONVERGENT,,"Believes he is driving his own car with friends in the back; reaches for brake pedal, steering wheel, instrument panel, sees brake lights of other cars",3518,3900
C000346,Brugmansia_13_S05_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,"Believes he is driving his own car with friends in the back; reaches for brake pedal, steering wheel, instrument panel, sees brake lights of other cars",3518,3900
C000347,Brugmansia_13_S05_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,False,1,,both,CONVERGENT,,"Believes he is driving his own car with friends in the back; reaches for brake pedal, steering wheel, instrument panel, sees brake lights of other cars",3518,3900
C000348,Brugmansia_13_S06_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,"Throughout the night, pulls (non-existent) cigarettes from empty pack, lights them, smokes them; hand shaped around cigarette",4252,4560
C000349,Brugmansia_13_S06_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,True,False,1,,both,CONVERGENT,,"Throughout the night, pulls (non-existent) cigarettes from empty pack, lights them, smokes them; hand shaped around cigarette",4252,4560
C000350,Brugmansia_13_S06_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,tactile_hallucination_other,Tactile hallucination | Other,Tactile hallucination,Other,,True,False,1,,both,CONVERGENT,,"Throughout the night, pulls (non-existent) cigarettes from empty pack, lights them, smokes them; hand shaped around cigarette",4252,4560
C000351,Brugmansia_13_S06_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,False,1,,both,CONVERGENT,,"Throughout the night, pulls (non-existent) cigarettes from empty pack, lights them, smokes them; hand shaped around cigarette",4252,4560
C000352,,Brugmansia_13_S06_AB,Brugmansia_13,brugmansia,11-20,A,Alessandra,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,False,True,3,,,,,,,
C000353,Brugmansia_13_S06_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,"Throughout the night, pulls (non-existent) cigarettes from empty pack, lights them, smokes them; hand shaped around cigarette",4252,4560
C000354,Brugmansia_13_S06_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,True,False,1,,both,CONVERGENT,,"Throughout the night, pulls (non-existent) cigarettes from empty pack, lights them, smokes them; hand shaped around cigarette",4252,4560
C000355,Brugmansia_13_S06_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,False,1,,both,CONVERGENT,,"Throughout the night, pulls (non-existent) cigarettes from empty pack, lights them, smokes them; hand shaped around cigarette",4252,4560
C000356,Brugmansia_13_S07_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,"Believes he went to bed stripped to boxers; wakes up sitting in desk chair fully clothed, smoking imaginary cigarette; repeats 3x",4568,4750
C000357,Brugmansia_13_S07_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",True,False,1,,both,CONVERGENT,,"Believes he went to bed stripped to boxers; wakes up sitting in desk chair fully clothed, smoking imaginary cigarette; repeats 3x",4568,4750
C000358,Brugmansia_13_S07_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,visual_hallucination_artefact_city_building_furniture,"Visual hallucination | Artefact | City, building, furniture",Visual hallucination,Artefact,"City, building, furniture",True,False,1,,both,CONVERGENT,,"Believes he went to bed stripped to boxers; wakes up sitting in desk chair fully clothed, smoking imaginary cigarette; repeats 3x",4568,4750
C000360,Brugmansia_13_S07_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,False,1,,both,CONVERGENT,,"Believes he went to bed stripped to boxers; wakes up sitting in desk chair fully clothed, smoking imaginary cigarette; repeats 3x",4568,4750
C000361,Brugmansia_13_S07_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,"Believes he went to bed stripped to boxers; wakes up sitting in desk chair fully clothed, smoking imaginary cigarette; repeats 3x",4568,4750
C000362,Brugmansia_13_S07_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,False,1,,both,CONVERGENT,,"Believes he went to bed stripped to boxers; wakes up sitting in desk chair fully clothed, smoking imaginary cigarette; repeats 3x",4568,4750
C000363,Brugmansia_13_S08_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,Shadow humanoid figures leap across ceiling; shadow head peeks from bedroom corners,4856,5150
C000364,Brugmansia_13_S08_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,False,1,,both,CONVERGENT,,Shadow humanoid figures leap across ceiling; shadow head peeks from bedroom corners,4856,5150
C000365,Brugmansia_13_S08_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,Shadow humanoid figures leap across ceiling; shadow head peeks from bedroom corners,4856,5150
C000366,Brugmansia_13_S08_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),True,False,1,,both,CONVERGENT,,Shadow humanoid figures leap across ceiling; shadow head peeks from bedroom corners,4856,5150
C000367,Brugmansia_13_S08_AB,,Brugmansia_13,brugmansia,11-20,B,Alessio,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,both,CONVERGENT,,Shadow humanoid figures leap across ceiling; shadow head peeks from bedroom corners,4856,5150
C000368,Brugmansia_13_S09_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,"Cat pouncing on stomach and digging under covers; grabs cat to put her out, only to find hand empty (cat was already out)",5154,5400
C000369,Brugmansia_13_S09_AB,,Brugmansia_13,brugmansia,11-20,A,Alessandra,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,True,False,1,,both,CONVERGENT,,"Cat pouncing on stomach and digging under covers; grabs cat to put her out, only to find hand empty (cat was already out)",5154,5400
