code_id,scene_id,original_scene_id,trip_id,substance,block,rater,coder_name,item_id,item_path,level_1,level_2,level_3,is_scene_level,scope_normalised,trip_level_multiplicity,excerpt,scene_rater_status,scene_verdict,scene_verdict_flavour,scene_canonical_desc,scene_span_start,scene_span_end
C000686,Psilocybe_02_S15_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Colourful visions of lights and luminous wires interweaving,7126,7200
C000687,Psilocybe_02_S15_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,Colourful visions of lights and luminous wires interweaving,7126,7200
C000688,Psilocybe_02_S15_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,False,1,,both,CONVERGENT,,Colourful visions of lights and luminous wires interweaving,7126,7200
C000689,Psilocybe_02_S15_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Colourful visions of lights and luminous wires interweaving,7126,7200
C000690,Psilocybe_02_S16_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,both,CONVERGENT,,"Wall becomes liquid and transparent, water flowing into it",7211,7300
C000691,Psilocybe_02_S16_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,both,CONVERGENT,,"Wall becomes liquid and transparent, water flowing into it",7211,7300
C000692,Psilocybe_02_S17_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),True,False,1,,only_A,MISS,,"Hears voices outside as Chinese speakers under bamboo shelter, wind in bamboo",7300,7500
C000693,Psilocybe_02_S17_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,auditory_hallucination_plant_tree_shrub,"Auditory hallucination | Plant | Tree, shrub",Auditory hallucination,Plant,"Tree, shrub",True,False,1,,only_A,MISS,,"Hears voices outside as Chinese speakers under bamboo shelter, wind in bamboo",7300,7500
C000694,Psilocybe_02_S18_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,Colourful snakes moving in a pattern,7791,7850
C000695,Psilocybe_02_S18_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,True,False,1,,both,CONVERGENT,,Colourful snakes moving in a pattern,7791,7850
C000696,Psilocybe_02_S18_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Colourful snakes moving in a pattern,7791,7850
C000697,Psilocybe_02_S18_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,Colourful snakes moving in a pattern,7791,7850
C000698,Psilocybe_02_S18_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,True,False,1,,both,CONVERGENT,,Colourful snakes moving in a pattern,7791,7850
C000699,Psilocybe_02_S18_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,both,CONVERGENT,,Colourful snakes moving in a pattern,7791,7850
C000700,Psilocybe_02_S19_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,only_A,AMBIGUITY,2a,Enters '2001: A Space Odyssey' immersively,8242,8310
C000701,Psilocybe_02_S19_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,only_A,AMBIGUITY,2a,Enters '2001: A Space Odyssey' immersively,8242,8310
C000702,Psilocybe_02_S20_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,only_A,MISS,,Wood-board ceiling: veins and nodes floating,8485,8560
C000703,Psilocybe_02_S20_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,True,False,1,,only_A,MISS,,Wood-board ceiling: veins and nodes floating,8485,8560
C000704,Psilocybe_02_S20_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,only_A,MISS,,Wood-board ceiling: veins and nodes floating,8485,8560
C000705,Psilocybe_02_S21_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,"Wonderful dragons/demons flying, gold rings with gemstones whirling like snake skin forming esoteric symbol",8674,8900
C000706,Psilocybe_02_S21_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,False,1,,both,CONVERGENT,,"Wonderful dragons/demons flying, gold rings with gemstones whirling like snake skin forming esoteric symbol",8674,8900
C000707,Psilocybe_02_S21_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Wonderful dragons/demons flying, gold rings with gemstones whirling like snake skin forming esoteric symbol",8674,8900
C000708,Psilocybe_02_S21_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,"Wonderful dragons/demons flying, gold rings with gemstones whirling like snake skin forming esoteric symbol",8674,8900
C000709,Psilocybe_02_S21_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,visual_hallucination_extraordinary_entity_chimera,Visual hallucination | Extraordinary entity | Chimera,Visual hallucination,Extraordinary entity,Chimera,True,False,1,,both,CONVERGENT,,"Wonderful dragons/demons flying, gold rings with gemstones whirling like snake skin forming esoteric symbol",8674,8900
C000710,Psilocybe_02_S21_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Wonderful dragons/demons flying, gold rings with gemstones whirling like snake skin forming esoteric symbol",8674,8900
C000711,Psilocybe_02_S22_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,only_A,MISS,,Everything turns silver; opera-set leans toward audience,8955,9080
C000712,Psilocybe_02_S22_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_artefact_city_building_furniture,"Visual hallucination | Artefact | City, building, furniture",Visual hallucination,Artefact,"City, building, furniture",True,False,1,,only_A,MISS,,Everything turns silver; opera-set leans toward audience,8955,9080
C000713,Psilocybe_02_S22_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),True,False,1,,only_A,MISS,,Everything turns silver; opera-set leans toward audience,8955,9080
C000714,Psilocybe_02_S22_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,only_A,MISS,,Everything turns silver; opera-set leans toward audience,8955,9080
C000715,Psilocybe_02_S23_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,Virtual hexagonal room with dimensional-porthole round window leading to other worlds,9273,9520
C000716,Psilocybe_02_S23_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_artefact_city_building_furniture,"Visual hallucination | Artefact | City, building, furniture",Visual hallucination,Artefact,"City, building, furniture",True,False,1,,both,CONVERGENT,,Virtual hexagonal room with dimensional-porthole round window leading to other worlds,9273,9520
C000717,Psilocybe_02_S23_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,False,1,,both,CONVERGENT,,Virtual hexagonal room with dimensional-porthole round window leading to other worlds,9273,9520
C000718,Psilocybe_02_S23_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Virtual hexagonal room with dimensional-porthole round window leading to other worlds,9273,9520
C000719,Psilocybe_02_S23_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,Virtual hexagonal room with dimensional-porthole round window leading to other worlds,9273,9520
C000720,Psilocybe_02_S23_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,visual_hallucination_artefact_city_building_furniture,"Visual hallucination | Artefact | City, building, furniture",Visual hallucination,Artefact,"City, building, furniture",True,False,1,,both,CONVERGENT,,Virtual hexagonal room with dimensional-porthole round window leading to other worlds,9273,9520
C000721,Psilocybe_02_S23_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Virtual hexagonal room with dimensional-porthole round window leading to other worlds,9273,9520
C000722,Psilocybe_02_S24_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,Black heart-shaped obsidian in dark cave emanating evil; takes anthropomorphic black-fog form,10283,10530
C000723,Psilocybe_02_S24_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_inorganic_entity_stone_rock,"Visual hallucination | Inorganic entity | Stone, rock",Visual hallucination,Inorganic entity,"Stone, rock",True,False,1,,both,CONVERGENT,,Black heart-shaped obsidian in dark cave emanating evil; takes anthropomorphic black-fog form,10283,10530
C000724,Psilocybe_02_S24_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",True,False,1,,both,CONVERGENT,,Black heart-shaped obsidian in dark cave emanating evil; takes anthropomorphic black-fog form,10283,10530
C000725,,Psilocybe_02_S24_AB,Psilocybe_02,psilocybin,01-10,A,Alessandra,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,True,2,,,,,,,
C000726,Psilocybe_02_S24_AB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Black heart-shaped obsidian in dark cave emanating evil; takes anthropomorphic black-fog form,10283,10530
C000727,Psilocybe_02_S24_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,Black heart-shaped obsidian in dark cave emanating evil; takes anthropomorphic black-fog form,10283,10530
C000728,Psilocybe_02_S24_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,visual_hallucination_inorganic_entity_stone_rock,"Visual hallucination | Inorganic entity | Stone, rock",Visual hallucination,Inorganic entity,"Stone, rock",True,False,1,,both,CONVERGENT,,Black heart-shaped obsidian in dark cave emanating evil; takes anthropomorphic black-fog form,10283,10530
C000729,Psilocybe_02_S24_AB,,Psilocybe_02,psilocybin,01-10,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Black heart-shaped obsidian in dark cave emanating evil; takes anthropomorphic black-fog form,10283,10530
C000730,Psilocybe_02_S25_A_AMB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,only_A,AMBIGUITY,2b,Visual of dissolution of the body / end of everything (imagining death),10686,10800
C000731,Psilocybe_02_S25_A_AMB,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,only_A,AMBIGUITY,2b,Visual of dissolution of the body / end of everything (imagining death),10686,10800
C000732,Psilocybe_02_S26_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,only_A,MISS,,"Palm lines change colour, rectangle of iridescent soft pulsing lines, hand as planet surface, dead hand",11390,11580
C000733,Psilocybe_02_S26_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,only_A,MISS,,"Palm lines change colour, rectangle of iridescent soft pulsing lines, hand as planet surface, dead hand",11390,11580
C000734,Psilocybe_02_S26_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,False,1,,only_A,MISS,,"Palm lines change colour, rectangle of iridescent soft pulsing lines, hand as planet surface, dead hand",11390,11580
C000735,Psilocybe_02_S26_A_RCL,,Psilocybe_02,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,only_A,MISS,,"Palm lines change colour, rectangle of iridescent soft pulsing lines, hand as planet surface, dead hand",11390,11580
C000736,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,False,1,totally amazing; laughing; exciting; laugh; laughing violently; having fun,,,,,,
C000737,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,False,1,anxiety; upset; can't stand sounds; fear losing something,,,,,,
C000738,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,False,1,puppet moving with wires; shoes hard to take off,,,,,,
C000739,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,arousal_abnormally_high,Arousal | Abnormally high,Arousal,Abnormally high,,False,False,1,start running; euphoria,,,,,,
C000740,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,amnesia,Amnesia,Amnesia,,,False,False,1,don't know where on Earth I am,,,,,,
C000741,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,False,False,1,understood what tripping means; know I could be wrong; understand laws of psychedelic culture,,,,,,
C000743,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,sensory_delight_visual_nature,Sensory delight | Visual | Nature,Sensory delight,Visual,Nature,False,False,1,rain dolby surround; raindrops circles gorgeous,,,,,,
C000744,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,sensory_delight_visual_artefact,Sensory delight | Visual | Artefact,Sensory delight,Visual,Artefact,False,False,1,blanket so beautiful,,,,,,
C000745,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,insight_metaphysical,Insight | Metaphysical,Insight,Metaphysical,,False,False,1,art as way to express altered reality,,,,,,
C000746,,,Psilocybe_02,psilocybin,01-10,A,Alessandra,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,False,False,1,want to record every thing,,,,,,
C000747,,,Psilocybe_02,psilocybin,01-10,B,Brendan,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,False,1,(B trip-level excerpts not captured in worksheet extract),,,,,,
C000748,Psilocybe_03_S01_AB,,Psilocybe_03,psilocybin,01-10,A,Alessandra,auditory_hallucination_extraordinary_entity_spirit,Auditory hallucination | Extraordinary entity | Spirit,Auditory hallucination,Extraordinary entity,Spirit,True,False,1,,both,CONVERGENT,,"Stands before a board of spirits (unseen, audible); spirits discourse on interdimensional race, recalibration, mission",5387,7050
C000749,Psilocybe_03_S01_AB,,Psilocybe_03,psilocybin,01-10,B,Brendan,auditory_hallucination_extraordinary_entity_spirit,Auditory hallucination | Extraordinary entity | Spirit,Auditory hallucination,Extraordinary entity,Spirit,True,False,1,,both,CONVERGENT,,"Stands before a board of spirits (unseen, audible); spirits discourse on interdimensional race, recalibration, mission",5387,7050
C000750,Psilocybe_03_S01_AB,,Psilocybe_03,psilocybin,01-10,B,Brendan,nonsensory_hallucination_extraordinary_entity,Nonsensory hallucination | Extraordinary entity,Nonsensory hallucination,Extraordinary entity,,True,False,1,,both,CONVERGENT,,"Stands before a board of spirits (unseen, audible); spirits discourse on interdimensional race, recalibration, mission",5387,7050
C000751,Psilocybe_03_S01_AB,,Psilocybe_03,psilocybin,01-10,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Stands before a board of spirits (unseen, audible); spirits discourse on interdimensional race, recalibration, mission",5387,7050
C000752,,,Psilocybe_03,psilocybin,01-10,A,Alessandra,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,False,1,slight discomfort and angst; comfort level began to slide; whirlpool; panic; uncomfortable about returning,,,,,,
C000753,,,Psilocybe_03,psilocybin,01-10,A,Alessandra,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,False,1,"excitement; music welcoming; full circle, euphoric, highly energized",,,,,,
C000754,,,Psilocybe_03,psilocybin,01-10,A,Alessandra,sensory_delight_auditory_music,Sensory delight | Auditory | Music,Sensory delight,Auditory,Music,False,False,1,welcoming waves of music,,,,,,
C000755,,,Psilocybe_03,psilocybin,01-10,A,Alessandra,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,False,False,1,losing mental balance; emergency mode cradling head; body gave way; extremely weak,,,,,,
C000756,,,Psilocybe_03,psilocybin,01-10,A,Alessandra,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,False,False,1,aware of losing mental balance; well aware of scene I made; aware others didn't know what to think,,,,,,
C000757,,,Psilocybe_03,psilocybin,01-10,A,Alessandra,ego_dissolution_social_self,Ego dissolution | Social self,Ego dissolution,Social self,,False,False,1,whirlpool of confusion; memory reset; entities ripped from grasp,,,,,,
C000758,,,Psilocybe_03,psilocybin,01-10,A,Alessandra,amnesia,Amnesia,Amnesia,,,False,False,1,goldfish-memory resets; lost ability to use mind entirely,,,,,,
C000759,,,Psilocybe_03,psilocybin,01-10,A,Alessandra,domain_specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,False,False,1,spirits existed in another dimension,,,,,,
C000760,,,Psilocybe_03,psilocybin,01-10,A,Alessandra,insight_religious,Insight | Religious,Insight,Religious,,False,False,1,interdimensional race evolved by psychedelics; I was chosen as representative,,,,,,
C000761,,,Psilocybe_03,psilocybin,01-10,B,Brendan,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,False,1,"panic, emergency mode, fate sealed",,,,,,
C000762,,,Psilocybe_03,psilocybin,01-10,B,Brendan,amnesia,Amnesia,Amnesia,,,False,False,1,memory resets; rely on anecdotes of friends,,,,,,
C000763,,,Psilocybe_03,psilocybin,01-10,B,Brendan,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,False,1,"comfortable, euphoric, highly energized",,,,,,
C000764,,,Psilocybe_03,psilocybin,01-10,B,Brendan,arousal_abnormally_high,Arousal | Abnormally high,Arousal,Abnormally high,,False,False,1,highly energized state of mind,,,,,,
C000765,,,Psilocybe_03,psilocybin,01-10,B,Brendan,insight_metaphysical,Insight | Metaphysical,Insight,Metaphysical,,False,False,1,interdimensional race evolved by psychedelics; evolutionary advances not genetic,,,,,,
C000766,Psilocybe_04_S01_B_RCL,,Psilocybe_04,psilocybin,01-10,B,Brendan,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,only_B,MISS,,Sees himself on a high bridge pirouetting like a Cirque du Soleil acrobat,746,1090
C000767,Psilocybe_04_S01_B_RCL,,Psilocybe_04,psilocybin,01-10,B,Brendan,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",True,False,1,,only_B,MISS,,Sees himself on a high bridge pirouetting like a Cirque du Soleil acrobat,746,1090
C000768,Psilocybe_04_S01_B_RCL,,Psilocybe_04,psilocybin,01-10,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,only_B,MISS,,Sees himself on a high bridge pirouetting like a Cirque du Soleil acrobat,746,1090
C000769,Psilocybe_04_S02_AB,,Psilocybe_04,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,"Hallmark shapes of the medicine spirit: fractal shapes, alternating zones of bright complementary colors",1094,1320
C000770,Psilocybe_04_S02_AB,,Psilocybe_04,psilocybin,01-10,A,Alessandra,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,False,1,,both,CONVERGENT,,"Hallmark shapes of the medicine spirit: fractal shapes, alternating zones of bright complementary colors",1094,1320
C000771,Psilocybe_04_S02_AB,,Psilocybe_04,psilocybin,01-10,A,Alessandra,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,True,False,1,,both,CONVERGENT,,"Hallmark shapes of the medicine spirit: fractal shapes, alternating zones of bright complementary colors",1094,1320
C000772,Psilocybe_04_S02_AB,,Psilocybe_04,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Hallmark shapes of the medicine spirit: fractal shapes, alternating zones of bright complementary colors",1094,1320
C000773,Psilocybe_04_S02_AB,,Psilocybe_04,psilocybin,01-10,B,Brendan,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,"Hallmark shapes of the medicine spirit: fractal shapes, alternating zones of bright complementary colors",1094,1320
C000774,Psilocybe_04_S02_AB,,Psilocybe_04,psilocybin,01-10,B,Brendan,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,True,False,1,,both,CONVERGENT,,"Hallmark shapes of the medicine spirit: fractal shapes, alternating zones of bright complementary colors",1094,1320
C000775,Psilocybe_04_S02_AB,,Psilocybe_04,psilocybin,01-10,B,Brendan,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Hallmark shapes of the medicine spirit: fractal shapes, alternating zones of bright complementary colors",1094,1320
C000776,Psilocybe_04_S03_AB,,Psilocybe_04,psilocybin,01-10,A,Alessandra,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,Sees spirits and a pesky demon; feels he and wife had been 'here before',3120,3250
C000777,Psilocybe_04_S03_AB,,Psilocybe_04,psilocybin,01-10,A,Alessandra,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,True,False,1,,both,CONVERGENT,,Sees spirits and a pesky demon; feels he and wife had been 'here before',3120,3250
C000778,Psilocybe_04_S03_AB,,Psilocybe_04,psilocybin,01-10,A,Alessandra,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,False,1,,both,CONVERGENT,,Sees spirits and a pesky demon; feels he and wife had been 'here before',3120,3250
C000779,Psilocybe_04_S03_AB,,Psilocybe_04,psilocybin,01-10,A,Alessandra,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Sees spirits and a pesky demon; feels he and wife had been 'here before',3120,3250
C000780,Psilocybe_04_S03_AB,,Psilocybe_04,psilocybin,01-10,B,Brendan,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,Sees spirits and a pesky demon; feels he and wife had been 'here before',3120,3250
C000781,Psilocybe_04_S03_AB,,Psilocybe_04,psilocybin,01-10,B,Brendan,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,True,False,1,,both,CONVERGENT,,Sees spirits and a pesky demon; feels he and wife had been 'here before',3120,3250
